═══════════════════════════════════════════════════════════════
  分析统计信息
═══════════════════════════════════════════════════════════════
分析类数量: 10163
分析方法数量: 95812
调用图节点数: 27764
调用图边数: 264174
═══════════════════════════════════════════════════════════════

╔══════════════════════════════════════════════════════════════╗
║  Sink #1: lookup                                             ║
║  找到链条...                                                     ║
╚══════════════════════════════════════════════════════════════╝

<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 313 ---
<javax.swing.JMenuBar: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 314 ---
<javax.swing.tree.DefaultTreeModel: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 315 ---
<javax.swing.JTree: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 316 ---
<javax.swing.tree.DefaultTreeSelectionModel: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 317 ---
<javax.swing.tree.DefaultMutableTreeNode: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 318 ---
<javax.swing.tree.DefaultTreeCellEditor: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 319 ---
<java.beans.VetoableChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 320 ---
<sun.reflect.'annotation'.AnnotationInvocationHandler: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 321 ---
<com.sun.org.apache.xalan.internal.xsltc.dom.BitArray: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 322 ---
<java.beans.PropertyChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 323 ---
<java.lang.Throwable: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 324 ---
<java.time.chrono.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 325 ---
<com.vaadin.ui.ConnectorTracker: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 326 ---
<java.time.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 327 ---
<java.util.Collections$SetFromMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 328 ---
<java.util.PropertyPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 329 ---
<java.time.zone.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 330 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.server.JsonCodec: com.vaadin.server.EncodeResult encodeObject(java.lang.Object,java.lang.Class,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: java.lang.Object getValue(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object,java.lang.Object,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 331 ---
<java.io.FilePermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 332 ---
<java.net.SocketPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: java.lang.String toAttributeValue(java.lang.Class,java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 333 ---
<java.util.concurrent.ConcurrentHashMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 334 ---
<java.beans.VetoableChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 335 ---
<sun.reflect.'annotation'.AnnotationInvocationHandler: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
